Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000090935,Synj2bp,0.8331767394513747,0.6520780555424841,0.009212557260122925,0.5301563295328422,-0.6520780555424841,0.009212557260125421
ENSMUSG00000091587,Gm17191,0.004803094193609001,1.1466248183776742,0.028124942124403172,0.0020945056012220123,-1.1466248183776742,0.028124942124403172
ENSMUSG00000091947,6530401F13Rik,0.006831067297577246,0.4578036721733447,0.559500061731002,0.004928248473463558,-0.4578036721733447,0.559500061731002
ENSMUSG00000008438,Adam21,0.0013875605448203782,-0.4871200554297612,0.5802238570732785,0.001971299389385423,0.4871200554297612,0.5802238570732785
ENSMUSG00000002679,Med6,0.20610610861908849,0.2300976231229832,0.46971140200762906,0.17569205807897584,-0.2300976231229832,0.4697114020076622
ENSMUSG00000090244,Gm16572,0.010353336372890513,1.0857696129908199,0.018876322312156503,0.004805042261626969,-1.0857696129908199,0.018876322312156503
ENSMUSG00000042734,Ttc9,0.00010673542652464447,0.7929878637629741,1,0,-0.7929878637629741,1
ENSMUSG00000113184,Gm49654,0.00010673542652464447,0.7929878637629741,1,0,-0.7929878637629741,1
ENSMUSG00000042724,Map3k9,0.003842475354887201,1.5430096107546252,0.014970966154676175,0.0012320621183658895,-1.5430096107546252,0.014970966154676175
ENSMUSG00000113303,4930423D22Rik,0.0006404125591478668,2.600342785820578,0.08990890351265102,0,-2.600342785820578,0.08990890351265102
ENSMUSG00000113950,Gm47080,0.00010673542652464447,-0.7919746369581819,0.7576432982187494,0.00024641242367317786,0.7919746369581819,0.7576432982187494
ENSMUSG00000021140,Pcnx,0.7417044789197544,0.6470172434120167,0.010009283641411468,0.4736046782998479,-0.6470172434120167,0.01000928364141203
ENSMUSG00000113746,Gm48242,0.00010673542652464447,0.7929878637629741,1,0,-0.7929878637629741,1
ENSMUSG00000042700,Sipa1l1,1.0326652516259354,0.45127622843413107,0.08784535918069647,0.7552540785582902,-0.45127622843413107,0.08784535918068287
ENSMUSG00000021219,Rgs6,0.0009606188387218002,2.114915958650336,0.07001325990370987,0.00012320621183658893,-2.114915958650336,0.07001325990370987
ENSMUSG00000021221,Dpf3,0.0035222690753132675,-1.3863358356815887,0.0006049052176616715,0.00936367209958076,1.3863358356815887,0.0006049052176616715
ENSMUSG00000021222,Dcaf4,0.07076558778583929,0.19361270530437125,0.599355476905872,0.06184951834196765,-0.19361270530437125,0.5993554769059148
ENSMUSG00000042628,Zfyve1,0.2433567724761894,1.213728974849273,0.0000009767745471966866,0.10484848627293719,-1.213728974849273,0.0000009767745471966866
ENSMUSG00000010608,Rbm25,1.5538543393457742,0.13452033171485211,0.6952839065919127,1.4155161677905703,-0.13452033171485211,0.6952839065918245
ENSMUSG00000099708,Gm29361,0.024228941821094294,0.9676663951759199,0.003540343886865193,0.012320621183658894,-0.9676663951759199,0.003540343886865193
ENSMUSG00000120994,Gm56548,0.021880762437552118,0.6465983767814505,0.04651275474519106,0.013922301937534552,-0.6465983767814505,0.04651275474519106
ENSMUSG00000019969,Psen1,0.2827421448637832,0.6451282552576847,0.011622379011488264,0.18074351276427597,-0.6451282552576847,0.011622379011488925
ENSMUSG00000114050,Gm47666,0.0003202062795739334,0.20802536304181807,1,0.00024641242367317786,-0.20802536304181807,1
ENSMUSG00000021223,Papln,0.0006404125591478668,1.0153802850994218,0.47807908275558175,0.00024641242367317786,-1.0153802850994218,0.47807908275558175
ENSMUSG00000021224,Numb,0.4401768989876338,1.3386205174495747,0.000000031615959714251063,0.1739671711132636,-1.3386205174495747,0.000000031615959714251063
ENSMUSG00000114150,Gm46367,0.07097905863888858,1.943547540338355,0.000000000003724292025685041,0.018357725563651752,-1.943547540338355,0.000000000003724292025685041
ENSMUSG00000096953,Gm26571,0.004696358767084356,-0.0005612587695997817,1,0.00468183604979038,0.0005612587695997817,1
ENSMUSG00000046791,Riox1,0.053154242409272946,-0.5410323377790549,0.047911880186336395,0.07737350103337785,0.5410323377790549,0.047911880186336395
ENSMUSG00000090843,Heatr4,0.0017077668243943116,0.1800109868722206,0.9878199434229598,0.0014784745420390673,-0.1800109868722206,0.9878199434229598
ENSMUSG00000021226,Acot2,0.023054852129323206,0.7731793826827928,0.014052246044932009,0.013429477090188194,-0.7731793826827928,0.014052246044932009
ENSMUSG00000072949,Acot1,0.0009606188387218002,0.11491595865033588,1,0.0008624434828561227,-0.11491595865033588,1
ENSMUSG00000052392,Acot4,0.00010673542652464447,-0.7919746369581819,0.7576432982187494,0.00024641242367317786,0.7919746369581819,0.7576432982187494
ENSMUSG00000042540,Acot5,0.00309532736921469,-1.5855237594907567,0.00008467093888425025,0.00948687831141735,1.5855237594907567,0.00008467093888425025
ENSMUSG00000043487,Acot6,0.0037357399283625566,-0.35901522968207633,0.5854752168455757,0.004805042261626969,0.35901522968207633,0.5854752168455757
ENSMUSG00000042523,Dnal1,0.020599937319256384,0.20307614707008348,0.6452904516969952,0.017864900716305396,-0.20307614707008348,0.6452904516969952
ENSMUSG00000054383,Pnma1,0.0013875605448203782,2.600342785820578,0.014128945451926188,0.00012320621183658893,-2.600342785820578,0.014128945451926188
ENSMUSG00000042507,Mideas,0.2383402074295311,1.077623410651234,0.00001252248357619063,0.11285689004231547,-1.077623410651234,0.00001252248357619063
ENSMUSG00000120949,Gm56545,0.002988591942690045,1.650968858890547,0.07939622107632183,0.0008624434828561227,-1.650968858890547,0.07939622107632183
ENSMUSG00000113052,Gm31513,0.0017077668243943116,1.8804507050133132,0.037085549946795894,0.0003696186355097668,-1.8804507050133132,0.037085549946795894
ENSMUSG00000113094,Gm47447,0.00021347085304928895,-0.6220496355158698,0.8191684596708452,0.0003696186355097668,0.6220496355158698,0.8191684596708452
ENSMUSG00000072946,Ptgr2,0.1043872471411023,0.37500608786858614,0.20505449082728433,0.08045365632929258,-0.37500608786858614,0.20505449082728433
ENSMUSG00000113529,Gm47484,0.018038287082664917,0.776114045198578,0.026372025758581327,0.01047252800611006,-0.776114045198578,0.026372025758581327
ENSMUSG00000042472,Zfp410,0.27132145422564624,0.486000655037393,0.06728719573053353,0.19368016500711782,-0.486000655037393,0.06728719573051822
ENSMUSG00000021234,Fam161b,0.011527426064661603,0.37134762965988255,0.4236185737716453,0.008870847252234405,-0.37134762965988255,0.4236185737716453
ENSMUSG00000021235,Coq6,0.028925300588178653,-0.8542589152125251,0.001621503576442631,0.0523626400305503,0.8542589152125251,0.001621503576442631
ENSMUSG00000021236,Entpd5,0.22670604593834487,0.32267303361838673,0.2651497019291066,0.18123633761162233,-0.32267303361838673,0.2651497019291246
ENSMUSG00000057265,Bbof1,0.12210532794419328,0.14998872556396226,0.694781825628347,0.11002314717007393,-0.14998872556396226,0.6947818256283863
ENSMUSG00000098134,Rnf113a2,0.11132504986520418,0.06267064560613278,0.9246407372989456,0.10657337323864943,-0.06267064560613278,0.9246407372989456
ENSMUSG00000021238,Aldh6a1,0.04258743518333315,1.1149159586503359,0.0001348004320260405,0.01958978768201764,-1.1149159586503359,0.0001348004320260405
ENSMUSG00000085793,Lin52,0.37987138300120965,0.541481517244564,0.038138381615714444,0.26095075666989537,-0.541481517244564,0.038138381615714444
ENSMUSG00000021239,Vsx2,0.0005336771326232224,2.37795036448413,0.14782350877269373,0,-2.37795036448413,0.14782350877269373
ENSMUSG00000021240,Abcd4,0.06372104963521275,0.857118201182689,0.0017738381125964767,0.03511377037342785,-0.857118201182689,0.0017738381125964767
ENSMUSG00000071235,Vrtn,0.00010673542652464447,0.7929878637629741,1,0,-0.7929878637629741,1
ENSMUSG00000071234,Syndig1l,0.0006404125591478668,1.0153802850994218,0.8321642834740822,0.00024641242367317786,-1.0153802850994218,0.8321642834740822
ENSMUSG00000021242,Npc2,1.0481418884720086,0.8938252297669296,0.00023832871743690012,0.5640380377879042,-0.8938252297669296,0.00023832871743688616
ENSMUSG00000021241,Isca2,0.17120362414552973,0.04367081282437146,0.9775501960953832,0.1660819735557219,-0.04367081282437146,0.9775501960953832
ENSMUSG00000002020,Ltbp2,0.0008538834121971558,0.6409847703179228,0.6353833057846586,0.0004928248473463557,-0.6409847703179228,0.6353833057846586
ENSMUSG00000092006,Gm17139,0.00010673542652464447,-0.20701213623702586,1,0.00012320621183658893,0.20701213623702586,1
ENSMUSG00000042350,Arel1,0.17920878113487806,0.9700149808905003,0.0001254008630608194,0.09141900918274899,-0.9700149808905003,0.0001254008630608194
ENSMUSG00000079645,Gm17193,0.0004269417060985779,2.114915958650336,0.27691444513446983,0,-2.114915958650336,0.27691444513446983
ENSMUSG00000021243,Fcf1,0.3441150151154538,-0.2862149231353941,0.3255059519556017,0.41964035751542195,0.2862149231353941,0.3255059519556013
ENSMUSG00000021244,Ylpm1,0.444019374342521,0.02861611225611549,1,0.43528754641866874,-0.02861611225611549,1
