PX_Cd0_Rep1_nat	PX_Cd0_Rep2_nat	PX_Cd0_Rep3_nat	WT_Cd0_Rep1_nat	WT_Cd0_Rep3_nat
AT4G24680	4284	4935	5180	3579	4601
AT4G24690	9649	10084	10886	8312	9437
AT4G24700	216	212	206	167	161
AT4G24710	149	186	177	203	177
AT4G24715	1	0	1	0	0
AT4G24730	444	390	536	471	409
AT4G24740	2457	2635	2880	2545	2741
AT4G24750	2126	1954	2309	2693	2439
AT4G24760	867	942	970	816	893
AT4G24770	10304	10260	11255	13184	12583
AT4G24780	4770	4058	4608	5205	4724
AT4G24790	284	342	351	288	352
AT4G24800	2887	2888	3190	2776	3042
AT4G24805	532	523	604	534	499
AT4G24810	703	719	824	577	647
AT4G24820	4396	4608	4824	4567	4333
AT4G24830	4107	4051	4441	3779	3523
AT4G24840	1632	1918	2032	1577	1898
AT4G24860	40	27	33	32	30
AT4G24880	397	472	476	386	475
AT4G24890	59	46	41	84	153
AT4G24900	239	248	291	201	270
AT4G24910	60	66	68	68	44
AT4G24920	3567	3327	3674	3552	2796
AT4G24930	751	786	937	781	953
AT4G24940	1193	1125	1240	1099	984
AT4G24950	2	0	0	4	5
AT4G24960	806	767	855	858	665
AT4G24970	550	640	656	447	444
AT4G24972	301	389	422	230	319
AT4G24973	0	0	1	0	0
AT4G24974	0	0	0	0	0
AT4G24975	1	0	0	0	2
AT4G24980	2	2	2	0	0
AT4G24990	1927	1737	1994	1767	1529
AT4G25000	179	152	135	74	70
AT4G25010	42	48	45	44	14
AT4G25020	72	64	81	92	77
AT4G25030	4074	3699	4231	3516	3384
AT4G25040	7	11	4	2	4
AT4G25050	5181	5063	5529	7566	6341
AT4G25070	1057	984	1063	794	764
AT4G25080	3725	3964	4192	4773	5198
AT4G25090	1905	1529	1611	1315	1124
AT4G25100	23886	22985	24947	45125	38269
AT4G25110	440	507	571	310	338
AT4G25120	572	654	709	595	596
AT4G25130	3496	3470	3830	3692	3920
AT4G25140	14	122	71	8	11
AT4G25150	101	115	106	115	129
AT4G25160	196	185	185	168	217
AT4G25170	645	787	866	615	871
AT4G25180	321	347	347	268	321
AT4G25190	118	132	108	105	127
AT4G25200	42	49	51	27	1
AT4G25210	2391	2370	2601	2361	2113
AT4G25220	1047	1004	1110	833	886
AT4G25225	136	89	118	132	119
AT4G25230	2192	2157	2434	1850	2072
AT4G25240	247	261	331	217	300
AT4G25250	93	102	91	87	71
AT4G25260	749	575	625	882	677
AT4G25270	283	286	314	296	314
AT4G25280	618	586	722	664	633
AT4G25290	933	1068	1214	942	984
AT4G25300	280	299	344	261	272
AT4G25310	365	392	425	372	392
AT4G25315	348	392	403	351	362
AT4G25320	699	740	745	690	698
AT4G25330	2	1	2	0	0
AT4G25340	1423	1247	1299	1233	1019
AT4G25350	78	76	84	79	83
AT4G25360	1223	1214	1337	1173	1200
AT4G25370	2505	2535	2837	3136	3205
AT4G25380	19	19	18	15	3
AT4G25390	440	357	407	392	301
AT4G25400	94	90	77	92	78
AT4G25410	53	49	69	46	53
AT4G25420	31	47	53	52	61
AT4G25430	0	1	3	0	1
AT4G25433	12	15	15	7	5
AT4G25434	53	51	65	53	52
AT4G25435	0	0	2	0	0
AT4G25440	538	493	539	509	537
AT4G25450	1253	1398	1479	1522	1634
AT4G25470	47	36	26	35	46
AT4G25480	15	20	21	15	28
AT4G25490	4	5	1	9	14
AT4G25500	1968	1925	2048	1797	1986
AT4G25510	73	64	95	80	98
AT4G25515	355	422	441	365	393
AT4G25520	972	1096	1163	934	1111
AT4G25530	2	3	5	0	5
AT4G25540	97	124	138	157	117
AT4G25550	1440	1327	1535	1472	1423
AT4G25560	76	77	93	71	66
AT4G25570	6074	4747	5231	5876	4481
AT4G25580	5	2	1	0	0
AT4G25585	0	1	0	0	0
AT4G25590	0	0	0	0	0
AT4G25600	176	197	228	182	197
AT4G25610	663	803	820	685	737
AT4G25620	2042	1944	2141	1707	1751
AT4G25630	1064	1536	1692	1072	1320
AT4G25631	32	29	31	37	29
AT4G25635	0	1	8	2	6
AT4G25640	3743	3972	4325	3348	3194
AT4G25650	1263	1470	1540	1520	1989
AT4G25660	1328	1309	1497	1420	1406
AT4G25670	1306	1242	1367	1301	1261
AT4G25680	983	962	1038	1139	930
AT4G25690	877	919	918	882	886
AT4G25700	774	822	927	723	883
AT4G25707	72	89	86	53	86
AT4G25710	749	688	762	716	644
AT4G25719	485	524	626	443	436
AT4G25720	887	984	1093	867	855
AT4G25730	2101	2509	2662	1845	2030
AT4G25740	4196	3879	4616	4423	3846
AT4G25750	68	108	158	64	148
AT4G25760	145	126	118	139	95
AT4G25770	856	796	836	763	788
AT4G25780	121	133	115	137	139
AT4G25790	560	358	486	566	420
AT4G25800	186	179	222	129	146
AT4G25810	1095	1045	1142	617	394
AT4G25820	8131	5578	5975	5383	4575
AT4G25830	412	368	435	418	370
AT4G25835	442	322	349	416	341
AT4G25840	421	546	568	364	484
AT4G25845	7	2	2	5	6
AT4G25850	41	27	30	13	34
AT4G25860	32	19	29	17	17
AT4G25870	1434	1393	1506	1333	1345
AT4G25880	2286	2542	2808	2070	2498
AT4G25885	154	198	206	140	148
AT4G25890	1392	1348	1608	1724	1290
AT4G25900	3528	3242	3686	2771	2369
AT4G25910	847	936	973	869	1046
AT4G25920	4	0	3	0	0
AT4G25930	2	8	9	6	4
AT4G25940	1040	1262	1441	814	1129
AT4G25950	11	12	8	11	12
AT4G25960	3515	3837	4172	3665	4070
AT4G25970	3194	3391	3740	3066	3479
AT4G25980	82	87	98	93	106
AT4G25990	569	617	607	556	546
AT4G26000	1793	1790	2039	1554	1536
AT4G26010	9858	6839	7632	7271	5988
AT4G26020	34	36	34	23	37
AT4G26030	4	3	1	2	2
AT4G26040	0	1	0	0	0
AT4G26050	8	4	4	3	5
AT4G26055	70	51	62	49	41
AT4G26060	622	610	572	495	465
AT4G26070	798	832	872	679	708
AT4G26080	2996	3015	3349	2540	2778
AT4G26090	1223	1234	1380	913	914
AT4G26095	1082	1124	1220	775	791
AT4G26100	1881	1906	2093	1997	1823
AT4G26110	4941	4903	5424	4499	4202
AT4G26120	287	335	355	253	252
AT4G26130	2378	2219	2355	2172	2034
AT4G26140	794	683	729	721	694
AT4G26145	164	169	137	148	165
AT4G26150	144	112	166	93	109
AT4G26160	176	171	223	154	188
AT4G26170	26	24	22	20	21
AT4G26180	241	254	290	256	265
AT4G26190	1069	1581	1605	985	1349
AT4G26200	268	245	248	237	130
AT4G26210	951	897	1000	884	741
AT4G26220	1109	864	996	980	902
AT4G26225	1	2	0	2	0
AT4G26230	5498	4800	5127	4650	3846
AT4G26240	2811	2886	3177	2927	2513
AT4G26250	0	1	0	0	0
AT4G26255	81	136	102	69	82
AT4G26260	2	6	14	6	3
AT4G26270	897	900	957	677	656
AT4G26280	0	1	0	0	0
AT4G26288	262	333	368	243	300
AT4G26290	29	34	37	39	24
AT4G26300	3403	3392	3664	3251	3151
AT4G26310	824	823	905	719	759
AT4G26320	234	247	310	256	246
AT4G26330	8	14	17	19	13
AT4G26340	0	0	0	0	0
AT4G26350	0	0	0	0	0
AT4G26365	58	84	98	83	79
AT4G26370	1332	1303	1469	1512	1632
AT4G26375	0	0	0	0	0
AT4G26380	9	14	15	9	8
AT4G26385	0	1	0	0	0
AT4G26390	6	17	6	13	11
AT4G26400	817	878	990	826	861
AT4G26410	1819	1782	1838	1847	1744
AT4G26415	45	34	62	43	60
AT4G26420	0	0	0	0	1
AT4G26430	361	363	457	361	354
AT4G26440	10	5	16	9	10
AT4G26450	2338	2326	2444	2221	2271
AT4G26455	959	930	977	750	768
AT4G26460	52	41	55	29	42
AT4G26466	3	3	1	5	3
AT4G26470	563	464	537	403	332
AT4G26480	1651	1810	2020	1454	1763
AT4G26483	0	0	0	0	0
AT4G26485	0	0	0	0	0
AT4G26488	100	107	125	111	139
AT4G26490	98	105	120	107	139
AT4G26500	1122	976	1087	1346	1158
AT4G26510	2999	2881	3095	3287	3178
AT4G26520	710	674	741	620	657
AT4G26530	2731	2602	2947	1211	1753
AT4G26540	972	1224	1341	1023	1467
AT4G26542	793	956	1025	818	1118
AT4G26550	478	429	477	454	429
AT4G26555	752	741	831	865	941
AT4G26560	61	23	22	30	14
AT4G26570	2045	1989	2229	1989	1943
AT4G26580	21	26	32	19	25
AT4G26582	215	211	207	178	261
AT4G26590	218	215	209	176	263
AT4G26600	948	1048	1108	802	773
AT4G26610	966	991	1104	1008	1136
AT4G26620	977	1065	1194	1146	1072
AT4G26630	1134	2641	2785	1054	2716
AT4G26640	1311	1342	1530	1128	1357
AT4G26650	2818	2812	3173	2763	2811
AT4G26660	654	615	609	629	630
AT4G26670	764	780	939	775	988
AT4G26675	0	0	0	3	0
AT4G26680	325	401	478	378	413
AT4G26690	3360	4405	5054	3457	4221
AT4G26700	1526	1648	1775	1520	1687
AT4G26701	6	7	3	3	1
AT4G26710	2422	2196	2339	2149	2052
AT4G26720	1053	1016	1083	953	962
AT4G26730	8	10	5	3	4
AT4G26740	2	29	13	0	0
AT4G26750	199	466	464	184	436
AT4G26760	1059	1089	1117	1099	1196
AT4G26770	257	259	251	247	238
AT4G26780	861	868	958	832	731
AT4G26790	294	292	302	246	280
AT4G26795	260	263	268	225	246
AT4G26800	122	122	118	93	72
AT4G26810	182	160	181	145	136
AT4G26820	5	2	0	1	1
AT4G26830	61	71	86	59	66
AT4G26840	939	865	888	794	767
AT4G26850	11348	11282	12237	8018	9102
AT4G26860	1077	1083	1237	1055	1100
AT4G26870	2240	2400	2543	2052	2305
AT4G26880	28	14	21	24	27
AT4G26890	63	67	71	58	90
AT4G26900	1893	2066	2277	1878	2059
AT4G26910	4944	4831	5274	4279	4025
AT4G26920	0	1	0	0	0
AT4G26930	37	53	47	35	42
AT4G26940	3430	3389	3814	3317	3259
AT4G26950	243	286	258	153	183
AT4G26960	278	279	268	276	214
AT4G26965	354	309	342	330	335
AT4G26970	15062	18740	19422	14015	15767
AT4G26980	695	783	906	773	793
AT4G26990	299	280	323	262	245
AT4G27000	6618	6999	7333	5964	6400
AT4G27010	1432	1808	1990	1139	1450
AT4G27020	809	812	865	673	712
AT4G27030	880	775	888	696	617
AT4G27040	1343	1479	1599	1318	1395
AT4G27050	400	498	610	367	542
AT4G27060	1719	1815	1927	1684	1709
AT4G27070	753	753	876	650	580
AT4G27080	2082	2122	2351	1996	2098
AT4G27090	19252	18959	20646	19986	17357
AT4G27100	437	456	550	467	448
AT4G27110	4	1	3	4	5
AT4G27120	919	826	809	770	660
AT4G27130	2912	2838	2922	2201	2589
AT4G27140	7	105	59	7	1
AT4G27150	4	188	60	0	0
AT4G27160	23	253	116	0	0
AT4G27170	4	235	35	5	3
AT4G27180	1657	2178	2419	1923	2332
AT4G27190	7	9	7	10	9
AT4G27220	22	21	27	22	20
AT4G27230	1118	893	1036	1049	1013
AT4G27240	349	351	362	321	291
AT4G27250	14	20	17	31	24
AT4G27260	1124	1283	1289	1453	1394
AT4G27270	478	427	503	550	445
AT4G27280	1226	1053	1280	864	602
AT4G27290	510	487	556	425	478
AT4G27300	5081	5217	5479	4407	4709
AT4G27310	827	737	714	1107	926
AT4G27320	1734	1701	1870	1616	1679
AT4G27330	0	0	1	0	1
AT4G27340	589	620	577	660	585
AT4G27350	612	491	555	539	470
AT4G27360	15	8	8	8	7
AT4G27370	238	304	358	272	403
AT4G27380	905	887	995	724	748
AT4G27390	468	391	467	448	455
AT4G27395	0	0	0	0	0
AT4G27400	90	74	78	108	76
AT4G27410	464	493	464	292	348
AT4G27415	0	0	0	0	0
AT4G27420	0	0	0	1	0
AT4G27430	4853	4774	5405	4853	5249
AT4G27435	182	209	202	206	158
AT4G27440	14101	13392	14998	21119	26805
AT4G27450	5879	4978	5762	4540	5388
AT4G27460	45	38	47	45	40
AT4G27470	156	207	239	145	193
AT4G27480	102	193	169	80	128
AT4G27490	290	298	373	316	368
AT4G27500	14149	13431	13851	13012	11971
AT4G27510	87	93	118	78	89
AT4G27520	1639	2867	3242	1551	3170
AT4G27530	31	51	68	36	44
AT4G27540	292	312	354	264	242
AT4G27550	9	9	8	6	14
AT4G27560	2189	1986	2052	1585	1378
AT4G27565	0	0	0	1	0
AT4G27570	78	79	92	67	100
AT4G27580	13	8	9	8	8
AT4G27585	1506	1585	1568	1279	1221
AT4G27590	24	23	23	13	11
AT4G27595	1340	1459	1475	1382	1498
AT4G27600	2228	2476	2756	2213	2676
AT4G27610	509	549	578	439	498
AT4G27620	434	387	434	428	450
AT4G27630	287	296	344	268	368
AT4G27640	3703	4251	4640	3665	4061
AT4G27650	966	1131	1281	911	974
AT4G27652	151	118	154	125	103
AT4G27654	31	23	25	10	15
AT4G27657	86	92	93	59	55
AT4G27660	68	42	51	59	57
AT4G27670	18	32	21	11	0
AT4G27680	1079	1060	1185	1082	989
AT4G27690	753	725	762	809	777
AT4G27700	2152	1998	2274	2671	2596
AT4G27710	1367	1431	1399	1393	1544
AT4G27720	2457	2256	2417	2779	2278
AT4G27730	407	542	610	524	558
AT4G27740	540	429	464	460	316
AT4G27745	446	417	448	383	327
AT4G27750	727	734	758	677	775
AT4G27760	965	1012	1060	1040	1014
AT4G27765	6	16	7	6	3
AT4G27780	565	556	625	519	441
AT4G27790	297	297	296	340	395
AT4G27800	2385	2518	2665	2712	3243
AT4G27810	55	38	48	42	39
AT4G27820	1133	991	979	640	769
AT4G27830	1846	1656	1819	1247	1213
AT4G27840	379	423	468	424	489
AT4G27845	12	23	15	9	4
AT4G27850	70	85	93	34	55
AT4G27852	431	431	456	306	350
AT4G27860	2235	2348	2492	2030	2075
AT4G27870	3712	3595	3891	3342	3586
AT4G27875	0	0	1	3	3
AT4G27880	570	612	662	591	632
AT4G27885	0	1	0	0	0
AT4G27890	3	5	2	0	0
AT4G27900	1275	1147	1260	1153	1163
AT4G27910	801	925	919	850	857
AT4G27920	1	0	1	0	0
AT4G27940	431	436	418	347	255
AT4G27950	237	239	261	278	251
AT4G27960	4240	3873	4297	4215	3753
AT4G27970	221	255	246	252	245
AT4G27980	24	20	18	23	10
AT4G27990	216	367	386	316	569
AT4G28000	0	5	1	3	4
AT4G28005	5	5	1	2	8
AT4G28010	207	236	240	198	209
AT4G28020	157	168	194	168	161
AT4G28025	1398	1306	1506	1258	1284
AT4G28030	1353	1524	1671	1522	1912
AT4G28040	610	503	675	531	593
AT4G28050	806	734	900	877	894
AT4G28060	1910	1700	1983	2018	1654
AT4G28068	3	1	0	1	1
AT4G28070	215	252	312	227	314
AT4G28080	15573	24313	25895	12005	21784
AT4G28085	98	67	97	77	49
AT4G28088	3	0	3	4	2
AT4G28090	0	0	0	0	0
AT4G28100	494	538	605	382	495
AT4G28110	23	18	18	17	20
AT4G28130	0	0	1	0	0
AT4G28140	7	12	6	6	5
AT4G28150	67	56	63	62	69
AT4G28160	50	44	52	61	70
AT4G28162	102	118	101	118	135
AT4G28170	26	21	15	16	23
AT4G28180	60	77	80	54	92
AT4G28190	212	185	261	226	259
AT4G28200	1973	2051	2273	1892	1796
AT4G28210	693	802	812	852	864
AT4G28220	1093	1027	1266	1111	1109
AT4G28230	519	472	559	455	510
AT4G28240	1899	1522	1790	1627	1698
AT4G28250	2326	2233	2433	2537	2403
AT4G28260	1736	1647	1852	1473	1678
AT4G28270	583	668	643	461	508
AT4G28280	159	201	152	133	123
AT4G28290	158	200	152	133	122
AT4G28300	1432	1880	1954	1250	1742
AT4G28310	386	373	381	418	335
AT4G28320	290	310	380	351	319
AT4G28330	77	72	70	93	57
AT4G28340	1	1	1	3	2
AT4G28350	103	57	53	82	40
AT4G28360	1151	1169	1333	1245	1149
AT4G28362	0	0	0	0	0
AT4G28365	1	1	0	0	1
AT4G28370	922	966	1093	929	921
AT4G28380	87	110	99	75	93
AT4G28390	392	430	463	298	355
AT4G28395	0	1	0	0	0
AT4G28397	1	0	0	0	0
AT4G28400	1081	1021	1064	1023	798
AT4G28405	4	1	1	3	1
AT4G28410	175	145	183	150	136
AT4G28420	30	32	37	21	21
AT4G28430	142	104	122	118	124
AT4G28440	670	722	808	695	725
AT4G28450	1221	1193	1305	1078	981
AT4G28460	95	136	78	19	14
AT4G28470	2978	3196	3592	2941	3007
AT4G28480	1645	1428	1556	1347	1270
AT4G28485	42	56	67	47	53
AT4G28490	555	751	861	469	626
AT4G28500	38	39	55	38	38
AT4G28510	1198	1144	1170	1121	933
AT4G28520	46	1144	548	2	0
AT4G28530	147	182	180	152	184
AT4G28540	2583	2590	2873	2306	2384
AT4G28550	727	594	676	531	550
AT4G28556	3	8	6	18	10
AT4G28560	18	21	25	23	25
AT4G28570	1040	942	982	872	793
AT4G28580	1	3	4	3	1
AT4G28590	355	328	342	317	311
AT4G28600	2009	1976	2162	1811	1897
AT4G28610	2286	2297	2586	2079	2386
AT4G28620	2	1	1	1	2
AT4G28630	690	716	761	713	769
AT4G28640	367	386	457	413	449
AT4G28650	709	766	835	622	829
AT4G28652	604	683	732	530	709
AT4G28660	3231	2831	2952	3544	2616
AT4G28670	0	1	1	4	3
AT4G28680	137	125	137	159	128
AT4G28690	138	177	217	163	156
AT4G28700	3	4	9	3	6
AT4G28703	23	21	31	18	25
AT4G28706	1293	1403	1472	1494	1573
AT4G28710	4649	5248	5724	4158	5039
AT4G28720	233	220	220	211	275
AT4G28730	439	374	472	557	434
AT4G28740	895	796	887	788	824
AT4G28750	25755	22439	23802	39030	34449
AT4G28755	22268	19153	20223	33439	28945
AT4G28760	2821	3047	3284	2762	3184
AT4G28770	2053	1743	2053	2116	1817
AT4G28775	0	0	0	0	0
AT4G28780	1191	1097	1163	1355	1225
AT4G28790	324	344	360	223	307
AT4G28800	1	4	13	3	6
AT4G28811	13	12	7	8	3
AT4G28815	13	7	10	2	8
AT4G28820	136	109	154	121	119
AT4G28830	463	409	455	386	407
AT4G28840	104	87	93	77	81
AT4G28850	2716	1717	1765	2101	1461
AT4G28860	1453	1460	1674	1477	1564
AT4G28870	0	0	0	0	0
AT4G28880	3694	3654	3925	3631	3652
AT4G28890	748	568	649	647	513
AT4G28910	2849	3014	3163	2474	2717
AT4G28915	0	0	0	0	0
AT4G28920	0	5	2	2	0
AT4G28930	16	20	13	13	3
AT4G28940	480	447	462	344	318
AT4G28950	93	110	106	134	114
AT4G28980	1117	1148	1336	1118	1230
AT4G28990	475	486	524	452	438
AT4G29000	783	863	922	707	760
AT4G29010	8475	7887	8580	8479	8192
AT4G29020	576	836	849	578	794
AT4G29030	86	134	129	143	173
AT4G29033	0	0	0	0	0
AT4G29035	0	0	2	0	1
AT4G29037	0	2	1	0	0
AT4G29040	3751	3600	3884	3709	3230
AT4G29050	326	287	345	209	283
AT4G29060	16773	18166	18769	18418	20071
AT4G29070	739	630	729	659	749
AT4G29080	1125	1057	1240	1323	1069
AT4G29090	0	0	0	0	1
AT4G29100	1776	1714	1915	1733	1552
AT4G29103	0	0	0	0	0
AT4G29110	141	128	163	119	149
AT4G29120	551	628	725	528	807
AT4G29130	3517	3696	3845	3375	3411
AT4G29140	394	515	548	364	436
AT4G29150	31	28	38	28	47
AT4G29160	3358	2915	3162	2927	2450
AT4G29170	155	175	175	154	133
AT4G29180	1060	1098	1209	851	962
AT4G29190	1621	1624	1844	1356	1624
AT4G29200	0	0	0	0	0
AT4G29210	2147	2071	2196	1746	1722
AT4G29220	3832	3937	4159	3313	3441
AT4G29230	146	151	114	137	139
AT4G29240	33	98	112	39	123
AT4G29250	145	167	169	176	164
AT4G29260	867	808	946	805	852
AT4G29270	870	754	778	781	720
AT4G29273	0	0	0	0	0
AT4G29280	0	0	0	0	0
AT4G29283	0	0	0	0	0
AT4G29285	0	0	0	0	0
AT4G29290	1	0	0	0	0
AT4G29300	0	0	0	0	0
AT4G29305	1	4	7	4	3
AT4G29310	1440	1493	1556	1621	1866
AT4G29330	1075	1023	1057	1146	992
AT4G29340	55	55	68	51	44
AT4G29350	13326	11053	12889	15283	10602
AT4G29360	694	697	843	803	816
AT4G29370	3	0	2	2	0
AT4G29380	6461	6070	6654	5911	5688
AT4G29390	4525	3983	4295	4138	3460
AT4G29400	409	342	412	464	379
AT4G29410	4789	4743	5166	4663	4186
AT4G29415	0	2	0	0	0
AT4G29420	306	275	338	311	329
AT4G29430	419	404	441	450	370
AT4G29440	819	1058	1171	783	1126
AT4G29450	117	75	87	81	83
AT4G29460	0	0	0	0	1
AT4G29470	0	6	4	4	0
AT4G29480	4413	3938	4188	3907	3273
AT4G29490	1742	1658	1817	1668	1581
AT4G29510	1765	1726	1915	1677	1529
AT4G29520	1262	1168	1270	1301	1067
AT4G29530	147	141	157	134	126
AT4G29540	97	108	114	97	123
AT4G29548	4	1	0	1	1
AT4G29550	31	26	40	34	22
AT4G29560	82	117	145	110	128
AT4G29570	7	8	7	1	2
AT4G29580	37	23	30	20	25
AT4G29590	663	735	739	662	707
AT4G29600	1	0	0	0	1
AT4G29610	51	52	53	68	64
AT4G29620	2	0	2	0	0
AT4G29630	0	0	0	0	0
AT4G29640	1	5	1	1	0
AT4G29650	1	2	0	3	0
AT4G29654	1	0	0	0	0
AT4G29658	0	0	0	1	0
AT4G29660	360	264	262	275	230
AT4G29670	1606	1556	1706	1755	1848
AT4G29680	1511	1405	1647	1491	1506
AT4G29690	481	514	623	486	455
AT4G29700	2677	2489	2662	2265	2231
AT4G29710	15	19	14	15	18
AT4G29720	1557	1510	1551	1436	1409
AT4G29730	306	339	378	288	304
AT4G29735	1600	1439	1713	1877	1634
AT4G29740	291	288	294	278	295
AT4G29750	1672	1668	1753	1535	1668
AT4G29760	6	3	4	5	0
AT4G29770	1	4	9	0	4
AT4G29780	500	504	549	344	366
AT4G29790	1949	2300	2390	1810	2257
AT4G29800	158	186	194	153	202
AT4G29810	2325	2065	2351	2143	1859
AT4G29820	433	401	546	375	417
AT4G29830	855	838	931	921	824
AT4G29840	3557	3331	3803	3646	3366
AT4G29850	125	97	136	124	83
AT4G29860	362	335	456	346	368
AT4G29870	205	275	306	176	312
AT4G29880	23	34	41	31	33
AT4G29890	664	715	779	783	897
AT4G29900	5419	5870	6510	4823	5243
AT4G29905	2007	1538	1574	1672	1331
AT4G29910	507	499	594	538	467
AT4G29920	296	310	356	239	304
AT4G29930	185	170	168	161	127
AT4G29940	532	684	711	471	623
AT4G29950	3777	3727	4108	3595	3545
AT4G29960	868	813	890	799	829
AT4G29970	0	0	0	0	1
AT4G29980	1	0	3	0	1
AT4G29990	71	87	118	69	115
AT4G30000	452	468	504	454	481
AT4G30010	5301	4629	5132	6272	4323
AT4G30020	6486	6845	7671	7612	8327
AT4G30030	0	0	0	0	1
AT4G30040	0	3	1	0	0
AT4G30050	0	1	0	0	0
AT4G30060	1325	1261	1425	1401	1275
AT4G30064	0	0	0	0	0
AT4G30067	0	0	0	0	0
AT4G30070	0	0	0	0	0
AT4G30074	0	0	0	0	0
AT4G30080	846	858	971	796	810
AT4G30090	54	80	121	98	92
AT4G30097	336	329	413	312	316
AT4G30100	4414	5283	5735	4095	4962
AT4G30110	536	621	610	651	678
AT4G30120	77	41	58	57	57
AT4G30130	291	358	380	303	317
AT4G30140	1724	1486	1746	1375	1289
AT4G30150	1832	2209	2332	1719	1805
AT4G30160	4553	5546	6047	4551	5690
AT4G30170	6742	6332	7281	7129	6881
AT4G30180	172	155	185	247	194
AT4G30190	56299	55492	60773	56998	48629
AT4G30200	3038	3269	3733	3014	3497
AT4G30210	8062	8228	9136	7618	7147
AT4G30220	1613	1309	1502	1558	1052
AT4G30230	50	41	52	54	37
AT4G30240	812	762	862	662	723
AT4G30250	174	158	150	146	119
AT4G30260	1229	1115	1264	1246	1138
AT4G30270	3052	4021	4459	2791	2795
AT4G30280	1919	1472	1723	1922	1263
AT4G30290	1594	1382	1576	2197	1721
AT4G30300	2	2	3	0	0
AT4G30310	1990	2282	2420	1833	2223
AT4G30320	596	418	379	379	298
AT4G30330	579	539	592	593	452
AT4G30340	1134	1023	1195	1126	981
AT4G30350	1620	1710	1859	1389	1477
AT4G30360	1142	1107	1278	990	1073
AT4G30370	182	186	189	185	196
AT4G30380	6	12	9	12	4
AT4G30390	158	176	192	113	148
AT4G30400	402	369	351	391	348
AT4G30410	279	230	268	272	269
AT4G30420	347	304	299	271	269
AT4G30430	87	65	89	68	56
AT4G30440	5971	5437	5963	5345	5228
AT4G30450	310	252	289	352	222
AT4G30460	51	154	165	113	112
AT4G30470	1805	1469	1595	1528	1154
AT4G30480	1400	1256	1407	1257	1149
AT4G30490	1567	1554	1810	1511	1421
AT4G30500	235	223	276	225	195
AT4G30510	280	336	350	278	341
AT4G30520	293	358	403	355	396
AT4G30530	7998	7325	8013	7626	6125
AT4G30540	5	0	1	1	0
AT4G30550	1483	1461	1425	1455	1414
AT4G30560	1056	994	1068	917	935
AT4G30570	88	79	123	92	123
AT4G30580	1724	1823	1997	1855	2048
AT4G30590	0	0	0	0	0
AT4G30600	6125	5714	5982	5496	5156
AT4G30610	802	738	875	834	782
AT4G30620	804	738	772	879	757
AT4G30630	421	434	485	447	495
AT4G30640	120	105	108	67	99
AT4G30650	1563	1076	1274	1503	1197
AT4G30660	639	426	460	613	395
AT4G30662	501	349	369	522	338
AT4G30670	2707	1736	1864	2117	1542
AT4G30680	192	158	197	167	191
AT4G30690	961	1069	1044	1094	1488
AT4G30700	155	204	225	165	193
AT4G30710	615	765	871	664	985
AT4G30720	1125	1228	1270	1059	1335
AT4G30730	5	12	9	13	11
AT4G30740	6	18	27	18	31
AT4G30750	713	748	806	620	744
AT4G30760	1444	1377	1565	1390	1275
AT4G30770	0	0	0	0	0
AT4G30780	1260	1229	1358	1194	1123
AT4G30790	2624	2925	3094	2502	2919
AT4G30800	508	453	492	432	378
AT4G30810	2817	2378	2782	2579	2426
AT4G30820	257	270	319	230	282
AT4G30825	1385	1333	1578	1450	1628
AT4G30830	36	47	36	43	27
AT4G30840	332	357	346	297	297
AT4G30845	186	149	146	204	177
AT4G30850	806	570	633	776	601
AT4G30860	258	213	230	235	264
AT4G30870	326	302	309	232	257
AT4G30872	1	0	1	1	0
AT4G30880	2	3	3	7	3
AT4G30890	1695	1943	2214	1378	1950
AT4G30900	492	581	652	475	552
AT4G30910	1123	1166	1095	1085	1228
AT4G30920	3493	3288	3514	3692	3616
AT4G30930	796	757	861	702	660
AT4G30935	662	619	647	537	617
AT4G30940	163	150	162	182	137
AT4G30950	7776	8279	9033	9215	9902
AT4G30960	14999	15953	16758	13800	15512
AT4G30970	5	9	14	12	9
AT4G30972	13	27	36	17	14
AT4G30975	200	249	245	182	214
AT4G30980	185	281	355	182	301
AT4G30990	3938	4878	5595	3612	4062
AT4G30993	2237	2257	2657	2374	2406
AT4G30996	1033	979	1103	1192	957
AT4G31000	502	637	725	461	572
AT4G31010	489	477	468	438	438
AT4G31020	240	223	302	224	245
AT4G31030	102	111	129	142	163
AT4G31040	1908	1939	2113	1980	2007
AT4G31050	280	262	293	322	402
AT4G31060	75	95	112	97	149
AT4G31070	95	124	108	98	109
AT4G31073	25	37	39	34	29
AT4G31075	0	0	0	0	0
AT4G31080	2753	2564	2765	2413	2644
AT4G31100	222	233	259	193	194
AT4G31110	155	134	202	124	140
AT4G31115	466	541	524	436	514
AT4G31120	1648	1680	1938	1411	1558
AT4G31130	1330	1142	1346	1409	1043
AT4G31140	652	597	676	723	644
AT4G31150	442	451	499	386	472
AT4G31160	3249	3756	4010	2965	3381
AT4G31170	2866	2753	2781	2506	2269
AT4G31180	4130	4707	5010	3771	4310
AT4G31196	0	0	0	0	3
AT4G31200	221	394	480	180	414
AT4G31210	2290	2443	2629	2109	2221
AT4G31230	311	298	315	278	279
AT4G31240	272	257	307	282	353
AT4G31248	813	696	800	615	627
AT4G31250	985	836	955	730	742
AT4G31260	0	0	0	0	0
